obs,source,auth,title,yr_pub,reg,loc,lat_decimal,long_decimal,MAP_mm,precip,soil_type,ox_ult,pH,sand_perc,bnf_input,treat_name,ferttype1,fert1_kgN_ha,ferttype2,fert2_kgN_ha,ferttype3,fert3_kgN_ha,sample_cm,N_in_kg,NO3_kg_seas,NO3_kg_seas_zero_rm,SE,approx_num_measurements,num_replicates,duration_d,irrig_1_0,irrig_in,tropical,org_Nfix_in,split_app,crop,crop_type,pct_sand_0.15m_ISRIC,pct_sand_combined,MAP_mm_global,MAP_mm_combined,water_input_mm
72,this study,"Mapanda, F., Wuta, M., Nyamangara, J. et al. ",Nitrogen leaching and indirect nitrous oxide emissions from fertilized croplands in Zimbabwe,2012,SSA,"Harare, Zimbabwe",-17,31,885,126.26,Haplic lixisol,0,5.5,81,11,,AMN,120,,,,,100,120,17,17,0.282842712,21,8,180,0,,1,0,1,,cereal,69,81,870,885,126.26
73,this study,"Masaka, J; Nyamangara, J; Wuta, M",Effect of Inorganic and Organic Fertilizer Application on Nitrate Leaching in Wetland Soil Under Field Tomato (Lycopersicon esculentum) and Leaf Rape (Brassica napus),2015,SSA,Zimbabwe,-19.28333333,29.35,725,808.2,Gleyic luvisol,0,5.5,85,,MW1,control,0,,,,,50,0,9.1,9.1,,7,4,98,0,,1,0,1,,other,81,85,769,725,808.2
74,this study,"Masaka, J; Nyamangara, J; Wuta, M",Effect of Inorganic and Organic Fertilizer Application on Nitrate Leaching in Wetland Soil Under Field Tomato (Lycopersicon esculentum) and Leaf Rape (Brassica napus),2015,SSA,Zimbabwe,-19.28333333,29.35,725,808.2,Gleyic luvisol,0,5.5,85,,MW2,ammonium nitrate,304,,,,,50,304,24.5,24.5,,7,4,98,0,,1,1,1,,other,81,85,769,725,808.2
75,this study,"Masaka, J; Nyamangara, J; Wuta, M",Effect of Inorganic and Organic Fertilizer Application on Nitrate Leaching in Wetland Soil Under Field Tomato (Lycopersicon esculentum) and Leaf Rape (Brassica napus),2015,SSA,Zimbabwe,-19.28333333,29.35,725,808.2,Gleyic luvisol,0,5.5,85,,MW2,ammonium nitrate,608,,,,,50,608,33.9,33.9,,7,4,98,0,,1,1,1,,other,81,85,769,725,808.2
76,this study,"Masaka, J; Nyamangara, J; Wuta, M",Effect of Inorganic and Organic Fertilizer Application on Nitrate Leaching in Wetland Soil Under Field Tomato (Lycopersicon esculentum) and Leaf Rape (Brassica napus),2015,SSA,Zimbabwe,-19.28333333,29.35,725,808.2,Gleyic luvisol,0,5.5,85,,FW1,control,0,,,,,50,0,1.9,1.9,,7,4,98,0,,1,0,1,,other,81,85,769,725,808.2
77,this study,"Masaka, J; Nyamangara, J; Wuta, M",Effect of Inorganic and Organic Fertilizer Application on Nitrate Leaching in Wetland Soil Under Field Tomato (Lycopersicon esculentum) and Leaf Rape (Brassica napus),2015,SSA,Zimbabwe,-19.28333333,29.35,725,808.2,Gleyic luvisol,0,5.5,85,,FW1,ammonium nitrate,100,,,,,50,100,2.9,2.9,,7,4,98,0,,1,1,1,,other,81,85,769,725,808.2
78,this study,"Masaka, J; Nyamangara, J; Wuta, M",Effect of Inorganic and Organic Fertilizer Application on Nitrate Leaching in Wetland Soil Under Field Tomato (Lycopersicon esculentum) and Leaf Rape (Brassica napus),2015,SSA,Zimbabwe,-19.28333333,29.35,725,808.2,Gleyic luvisol,0,5.5,85,,FW2,ammonium nitrate,200,,,,,50,200,5.5,5.5,,7,4,98,0,,1,1,1,,other,81,85,638,725,808.2
79,this study,"Masaka, J; Nyamangara, J; Wuta, M",Effect of Inorganic and Organic Fertilizer Application on Nitrate Leaching in Wetland Soil Under Field Tomato (Lycopersicon esculentum) and Leaf Rape (Brassica napus),2015,SSA,Zimbabwe,-19.28333333,29.35,725,808.2,Gleyic luvisol,0,5.5,85,,FW2,control,0,,,,,50,0,13.7,13.7,,6,4,84,0,,1,0,1,,other,81,85,638,725,808.2
80,this study,"Masaka, J; Nyamangara, J; Wuta, M",Effect of Inorganic and Organic Fertilizer Application on Nitrate Leaching in Wetland Soil Under Field Tomato (Lycopersicon esculentum) and Leaf Rape (Brassica napus),2015,SSA,Zimbabwe,-19.28333333,29.35,725,808.2,Gleyic luvisol,0,5.5,85,,MW1,ammonium nitrate,100,,,,,50,100,27.3,27.3,,6,4,84,0,,1,1,1,,other,81,85,638,725,808.2
81,this study,"Masaka, J; Nyamangara, J; Wuta, M",Effect of Inorganic and Organic Fertilizer Application on Nitrate Leaching in Wetland Soil Under Field Tomato (Lycopersicon esculentum) and Leaf Rape (Brassica napus),2015,SSA,Zimbabwe,-19.28333333,29.35,725,808.2,Gleyic luvisol,0,5.5,85,,MW1,ammonium nitrate,200,,,,,50,200,35.3,35.3,,6,4,84,0,,1,1,1,,other,81,85,638,725,808.2
82,this study,"Masaka, J; Nyamangara, J; Wuta, M",Effect of Inorganic and Organic Fertilizer Application on Nitrate Leaching in Wetland Soil Under Field Tomato (Lycopersicon esculentum) and Leaf Rape (Brassica napus),2015,SSA,Zimbabwe,-19.28333333,29.35,725,808.2,Gleyic luvisol,0,5.5,85,,MW2,control,0,,,,,50,0,9.3,9.3,,7,4,98,0,,1,0,1,,other,81,85,638,725,808.2
83,this study,"Masaka, J; Nyamangara, J; Wuta, M",Effect of Inorganic and Organic Fertilizer Application on Nitrate Leaching in Wetland Soil Under Field Tomato (Lycopersicon esculentum) and Leaf Rape (Brassica napus),2015,SSA,Zimbabwe,-19.28333333,29.35,725,808.2,Gleyic luvisol,0,5.5,85,,MW2,ammonium nitrate,100,,,,,50,100,16.1,16.1,,7,4,98,0,,1,1,1,,other,81,85,638,725,808.2
84,this study,"Masaka, J; Nyamangara, J; Wuta, M",Effect of Inorganic and Organic Fertilizer Application on Nitrate Leaching in Wetland Soil Under Field Tomato (Lycopersicon esculentum) and Leaf Rape (Brassica napus),2015,SSA,Zimbabwe,-19.28333333,29.35,725,808.2,Gleyic luvisol,0,5.5,85,,,ammonium nitrate,200,,,,,50,200,21.6,21.6,,7,4,98,0,,1,1,1,,other,81,85,638,725,808.2
85,this study,"Masaka, J; Wuta, M; Nyamangara, J; Mugabe, FT","Effect of manure quality on nitrate leaching and groundwater pollution in wetland soil under field tomato (Lycopersicon esculentum, Mill var. Heinz) rape (Brassica napus, L var. Giant)",2013,SSA,Zimbabwe,-19.28333333,29.35,725,808.2,Gleyic luvisol,0,5.5,85,,first tomato,Manure,0,,,,,50,0,9.1,9.1,,6,12,98,1,,1,0,0,,other,81,85,638,725,808.2
86,this study,"Masaka, J; Wuta, M; Nyamangara, J; Mugabe, FT","Effect of manure quality on nitrate leaching and groundwater pollution in wetland soil under field tomato (Lycopersicon esculentum, Mill var. Heinz) rape (Brassica napus, L var. Giant)",2013,SSA,Zimbabwe,-19.28333333,29.35,725,808.2,Gleyic luvisol,0,5.5,85,,first tomato,Manure,204,,,,,50,204,11.9,11.9,,6,12,98,1,,1,1,0,,other,81,85,638,725,808.2
87,this study,"Masaka, J; Wuta, M; Nyamangara, J; Mugabe, FT","Effect of manure quality on nitrate leaching and groundwater pollution in wetland soil under field tomato (Lycopersicon esculentum, Mill var. Heinz) rape (Brassica napus, L var. Giant)",2013,SSA,Zimbabwe,-19.28333333,29.35,725,808.2,Gleyic luvisol,0,5.5,85,,first tomato,Manure,408,,,,,50,408,27.7,27.7,,6,12,98,1,,1,1,0,,other,81,85,638,725,808.2
88,this study,"Masaka, J; Wuta, M; Nyamangara, J; Mugabe, FT","Effect of manure quality on nitrate leaching and groundwater pollution in wetland soil under field tomato (Lycopersicon esculentum, Mill var. Heinz) rape (Brassica napus, L var. Giant)",2013,SSA,Zimbabwe,-19.28333333,29.35,725,192,Gleyic luvisol,0,5.5,85,,second tomato,Manure,0,,,,,50,0,1.3,1.3,,6,12,98,1,,1,0,0,,other,81,85,638,725,192
89,this study,"Masaka, J; Wuta, M; Nyamangara, J; Mugabe, FT","Effect of manure quality on nitrate leaching and groundwater pollution in wetland soil under field tomato (Lycopersicon esculentum, Mill var. Heinz) rape (Brassica napus, L var. Giant)",2013,SSA,Zimbabwe,-19.28333333,29.35,725,192,Gleyic luvisol,0,5.5,85,,second tomato,Manure,0,,,,,50,0,2,2,,6,12,98,1,,1,1,0,,other,81,85,638,725,192
90,this study,"Masaka, J; Wuta, M; Nyamangara, J; Mugabe, FT","Effect of manure quality on nitrate leaching and groundwater pollution in wetland soil under field tomato (Lycopersicon esculentum, Mill var. Heinz) rape (Brassica napus, L var. Giant)",2013,SSA,Zimbabwe,-19.28333333,29.35,725,192,Gleyic luvisol,0,5.5,85,,second tomato,Manure,0,,,,,50,0,4.4,4.4,,6,12,98,1,,1,1,0,,other,81,85,638,725,192
91,this study,"Masaka, J; Wuta, M; Nyamangara, J; Mugabe, FT","Effect of manure quality on nitrate leaching and groundwater pollution in wetland soil under field tomato (Lycopersicon esculentum, Mill var. Heinz) rape (Brassica napus, L var. Giant)",2013,SSA,Zimbabwe,-19.28333333,29.35,725,808.2,Gleyic luvisol,0,5.5,85,,first rape,Manure,0,,,,,50,0,11.5,11.5,,6,12,98,1,,1,0,0,,other,81,85,638,725,808.2
92,this study,"Masaka, J; Wuta, M; Nyamangara, J; Mugabe, FT","Effect of manure quality on nitrate leaching and groundwater pollution in wetland soil under field tomato (Lycopersicon esculentum, Mill var. Heinz) rape (Brassica napus, L var. Giant)",2013,SSA,Zimbabwe,-19.28333333,29.35,725,808.2,Gleyic luvisol,0,5.5,85,,first rape,Manure,0,,,,,50,0,18.4,18.4,,6,12,98,1,,1,1,0,,other,81,85,638,725,808.2
93,this study,"Masaka, J; Wuta, M; Nyamangara, J; Mugabe, FT","Effect of manure quality on nitrate leaching and groundwater pollution in wetland soil under field tomato (Lycopersicon esculentum, Mill var. Heinz) rape (Brassica napus, L var. Giant)",2013,SSA,Zimbabwe,-19.28333333,29.35,725,808.2,Gleyic luvisol,0,5.5,85,,first rape,Manure,200,,,,,50,200,24.4,24.4,,6,12,98,1,,1,1,0,,other,81,85,638,725,808.2
94,this study,"Masaka, J; Wuta, M; Nyamangara, J; Mugabe, FT","Effect of manure quality on nitrate leaching and groundwater pollution in wetland soil under field tomato (Lycopersicon esculentum, Mill var. Heinz) rape (Brassica napus, L var. Giant)",2013,SSA,Zimbabwe,-19.28333333,29.35,725,192,Gleyic luvisol,0,5.5,85,,second rape,Manure,0,,,,,50,0,9.6,9.6,,6,12,98,1,,1,0,0,,other,81,85,638,725,192
95,this study,"Masaka, J; Wuta, M; Nyamangara, J; Mugabe, FT","Effect of manure quality on nitrate leaching and groundwater pollution in wetland soil under field tomato (Lycopersicon esculentum, Mill var. Heinz) rape (Brassica napus, L var. Giant)",2013,SSA,Zimbabwe,-19.28333333,29.35,725,192,Gleyic luvisol,0,5.5,85,,second rape,Manure,0,,,,,50,0,13.7,13.7,,6,12,98,1,,1,1,0,,other,81,85,638,725,192
96,this study,"Masaka, J; Wuta, M; Nyamangara, J; Mugabe, FT","Effect of manure quality on nitrate leaching and groundwater pollution in wetland soil under field tomato (Lycopersicon esculentum, Mill var. Heinz) rape (Brassica napus, L var. Giant)",2013,SSA,Zimbabwe,-19.28333333,29.35,725,192,Gleyic luvisol,0,5.5,85,,second rape,Manure,0,,,,,50,0,17.2,17.2,,6,12,98,1,,1,1,0,,other,81,85,638,725,192
97,this study,"Masaka, J; Wuta, M; Nyamangara, J; Mugabe, FT","Effect of manure quality on nitrate leaching and groundwater pollution in wetland soil under field tomato (Lycopersicon esculentum, Mill var. Heinz) rape (Brassica napus, L var. Giant)",2013,SSA,Zimbabwe,-19.28333333,29.35,725,808.2,Gleyic luvisol,0,5.5,85,,first tomato,Manure,0,,,,,50,0,9.1,9.1,,6,12,84,1,,1,0,0,,other,81,85,638,725,808.2
98,this study,"Masaka, J; Wuta, M; Nyamangara, J; Mugabe, FT","Effect of manure quality on nitrate leaching and groundwater pollution in wetland soil under field tomato (Lycopersicon esculentum, Mill var. Heinz) rape (Brassica napus, L var. Giant)",2013,SSA,Zimbabwe,-19.28333333,29.35,725,808.2,Gleyic luvisol,0,5.5,85,,first tomato,Manure,76.5,,,,,50,76.5,10.8,10.8,,6,12,84,1,,1,1,0,,other,81,85,638,725,808.2
99,this study,"Masaka, J; Wuta, M; Nyamangara, J; Mugabe, FT","Effect of manure quality on nitrate leaching and groundwater pollution in wetland soil under field tomato (Lycopersicon esculentum, Mill var. Heinz) rape (Brassica napus, L var. Giant)",2013,SSA,Zimbabwe,-19.28333333,29.35,725,808.2,Gleyic luvisol,0,5.5,85,,first tomato,Manure,153,,,,,50,153,16.4,16.4,,6,12,84,1,,1,1,0,,other,81,85,638,725,808.2
100,this study,"Masaka, J; Wuta, M; Nyamangara, J; Mugabe, FT","Effect of manure quality on nitrate leaching and groundwater pollution in wetland soil under field tomato (Lycopersicon esculentum, Mill var. Heinz) rape (Brassica napus, L var. Giant)",2013,SSA,Zimbabwe,-19.28333333,29.35,725,192,Gleyic luvisol,0,5.5,85,,second tomato,Manure,0,,,,,50,0,1.2,1.2,,6,12,84,1,,1,0,0,,other,81,85,638,725,192
101,this study,"Masaka, J; Wuta, M; Nyamangara, J; Mugabe, FT","Effect of manure quality on nitrate leaching and groundwater pollution in wetland soil under field tomato (Lycopersicon esculentum, Mill var. Heinz) rape (Brassica napus, L var. Giant)",2013,SSA,Zimbabwe,-19.28333333,29.35,725,192,Gleyic luvisol,0,5.5,85,,second tomato,Manure,0,,,,,50,0,1.8,1.8,,6,12,84,1,,1,1,0,,other,81,85,638,725,192
102,this study,"Masaka, J; Wuta, M; Nyamangara, J; Mugabe, FT","Effect of manure quality on nitrate leaching and groundwater pollution in wetland soil under field tomato (Lycopersicon esculentum, Mill var. Heinz) rape (Brassica napus, L var. Giant)",2013,SSA,Zimbabwe,-19.28333333,29.35,725,192,Gleyic luvisol,0,5.5,85,,second tomato,Manure,0,,,,,50,0,2.3,2.3,,6,12,84,1,,1,1,0,,other,81,85,638,725,192
103,this study,"Masaka, J; Wuta, M; Nyamangara, J; Mugabe, FT","Effect of manure quality on nitrate leaching and groundwater pollution in wetland soil under field tomato (Lycopersicon esculentum, Mill var. Heinz) rape (Brassica napus, L var. Giant)",2013,SSA,Zimbabwe,-19.28333333,29.35,725,808.2,Gleyic luvisol,0,5.5,85,,first rape,Manure,0,,,,,50,0,11.5,11.5,,6,12,84,1,,1,0,0,,other,81,85,638,725,808.2
104,this study,"Masaka, J; Wuta, M; Nyamangara, J; Mugabe, FT","Effect of manure quality on nitrate leaching and groundwater pollution in wetland soil under field tomato (Lycopersicon esculentum, Mill var. Heinz) rape (Brassica napus, L var. Giant)",2013,SSA,Zimbabwe,-19.28333333,29.35,725,808.2,Gleyic luvisol,0,5.5,85,,first rape,Manure,0,,,,,50,0,13.4,13.4,,6,12,84,1,,1,1,0,,other,81,85,638,725,808.2
105,this study,"Masaka, J; Wuta, M; Nyamangara, J; Mugabe, FT","Effect of manure quality on nitrate leaching and groundwater pollution in wetland soil under field tomato (Lycopersicon esculentum, Mill var. Heinz) rape (Brassica napus, L var. Giant)",2013,SSA,Zimbabwe,-19.28333333,29.35,725,808.2,Gleyic luvisol,0,5.5,85,,first rape,Manure,0,,,,,50,0,18.6,18.6,,6,12,84,1,,1,1,0,,other,81,85,638,725,808.2
106,this study,"Masaka, J; Wuta, M; Nyamangara, J; Mugabe, FT","Effect of manure quality on nitrate leaching and groundwater pollution in wetland soil under field tomato (Lycopersicon esculentum, Mill var. Heinz) rape (Brassica napus, L var. Giant)",2013,SSA,Zimbabwe,-19.28333333,29.35,725,192,Gleyic luvisol,0,5.5,85,,second rape,Manure,0,,,,,50,0,9.5,9.5,,6,12,84,1,,1,0,0,,other,81,85,638,725,192
107,this study,"Masaka, J; Wuta, M; Nyamangara, J; Mugabe, FT","Effect of manure quality on nitrate leaching and groundwater pollution in wetland soil under field tomato (Lycopersicon esculentum, Mill var. Heinz) rape (Brassica napus, L var. Giant)",2013,SSA,Zimbabwe,-19.28333333,30.35,725,192,Gleyic luvisol,0,5.5,85,,second rape,Manure,0,,,,,50,0,10.5,10.5,,6,12,84,1,,1,1,0,,other,77,85,622,725,192
108,this study,"Masaka, J; Wuta, M; Nyamangara, J; Mugabe, FT","Effect of manure quality on nitrate leaching and groundwater pollution in wetland soil under field tomato (Lycopersicon esculentum, Mill var. Heinz) rape (Brassica napus, L var. Giant)",2013,SSA,Zimbabwe,-19.28333333,30.35,725,192,Gleyic luvisol,0,5.5,85,,second rape,Manure,0,,,,,50,0,14.1,14.1,,6,12,84,1,,1,1,0,,other,77,85,622,725,192
109,this study,Nyamangara,Fertilizer use efficiency and nitrate leaching in a tropical sandy soil,2003,SSA,"Harare, Zimbabwe",-17.58333333,31.16666667,900,1395,Typic Kandiustalf,0,4.7,93,,,Manure,0,ammonium nitrate,0,,,100,0,18.9,18.9,,26,27,180,0,,1,0,0,,cereal,71,93,NA,900,1395
110,this study,Nyamangara,Fertilizer use efficiency and nitrate leaching in a tropical sandy soil,2003,SSA,"Harare, Zimbabwe",-17.58333333,31.16666667,900,1395,Typic Kandiustalf,0,4.7,93,,,Manure,116,ammonium nitrate,0,,,100,116,24.2,24.2,,26,27,180,0,,1,1,0,,cereal,71,93,NA,900,1395
111,this study,Nyamangara,Fertilizer use efficiency and nitrate leaching in a tropical sandy soil,2003,SSA,"Harare, Zimbabwe",-17.58333333,31.16666667,900,1395,Typic Kandiustalf,0,4.7,93,,,Manure,348,ammonium nitrate,0,,,100,348,27.5,27.5,,26,27,180,0,,1,1,0,,cereal,71,93,NA,900,1395
112,this study,Nyamangara,Fertilizer use efficiency and nitrate leaching in a tropical sandy soil,2003,SSA,"Harare, Zimbabwe",-17.58333333,31.16666667,900,1395,Typic Kandiustalf,0,4.7,93,,,Manure,0,ammonium nitrate,60,,,100,60,41.9,41.9,,26,27,180,0,,1,1,0,,cereal,71,93,NA,900,1395
113,this study,Nyamangara,Fertilizer use efficiency and nitrate leaching in a tropical sandy soil,2003,SSA,"Harare, Zimbabwe",-17.58333333,31.16666667,900,1395,Typic Kandiustalf,0,4.7,93,,,Manure,116,ammonium nitrate,60,,,100,176,48,48,,26,27,180,0,,1,1,0,,cereal,71,93,NA,900,1395
114,this study,Nyamangara,Fertilizer use efficiency and nitrate leaching in a tropical sandy soil,2003,SSA,"Harare, Zimbabwe",-17.58333333,31.16666667,900,1395,Typic Kandiustalf,0,4.7,93,,,Manure,348,ammonium nitrate,60,,,100,408,47.5,47.5,,26,27,180,0,,1,1,0,,cereal,71,93,802,900,1395
115,this study,Nyamangara,Fertilizer use efficiency and nitrate leaching in a tropical sandy soil,2003,SSA,"Harare, Zimbabwe",-17.58333333,31.16666667,900,1395,Typic Kandiustalf,0,4.7,93,,,Manure,0,ammonium nitrate,120,,,100,120,56.3,56.3,,26,27,180,0,,1,1,0,,cereal,71,93,802,900,1395
116,this study,Nyamangara,Fertilizer use efficiency and nitrate leaching in a tropical sandy soil,2003,SSA,"Harare, Zimbabwe",-17.58333333,31.16666667,900,1395,Typic Kandiustalf,0,4.7,93,,,Manure,116,ammonium nitrate,120,,,100,236,53.6,53.6,,26,27,180,0,,1,1,0,,cereal,71,93,802,900,1395
117,this study,Nyamangara,Fertilizer use efficiency and nitrate leaching in a tropical sandy soil,2003,SSA,"Harare, Zimbabwe",-17.58333333,31.16666667,900,1395,Typic Kandiustalf,0,4.7,93,,,Manure,348,ammonium nitrate,120,,,100,468,56.1,56.1,,26,27,180,0,,1,1,0,,cereal,71,93,802,900,1395
118,this study,Nyamangara,Fertilizer use efficiency and nitrate leaching in a tropical sandy soil,2003,SSA,"Harare, Zimbabwe",-17.58333333,31.16666667,900,840,Typic Kandiustalf,0,4.7,93,,,Manure,0,ammonium nitrate,0,,,100,0,11.8,11.8,,26,27,180,0,,1,0,0,,cereal,71,93,802,900,840
119,this study,Nyamangara,Fertilizer use efficiency and nitrate leaching in a tropical sandy soil,2003,SSA,"Harare, Zimbabwe",-17.58333333,31.16666667,900,840,Typic Kandiustalf,0,4.7,93,,,Manure,116,ammonium nitrate,0,,,100,116,14,14,,26,27,180,0,,1,1,0,,cereal,71,93,802,900,840
120,this study,Nyamangara,Fertilizer use efficiency and nitrate leaching in a tropical sandy soil,2003,SSA,"Harare, Zimbabwe",-17.58333333,31.16666667,900,840,Typic Kandiustalf,0,4.7,93,,,Manure,348,ammonium nitrate,0,,,100,348,16.7,16.7,,26,27,180,0,,1,1,0,,cereal,71,93,802,900,840
121,this study,Nyamangara,Fertilizer use efficiency and nitrate leaching in a tropical sandy soil,2003,SSA,"Harare, Zimbabwe",-17.58333333,31.16666667,900,840,Typic Kandiustalf,0,4.7,93,,,Manure,0,ammonium nitrate,60,,,100,60,14.3,14.3,,26,27,180,0,,1,1,0,,cereal,71,93,802,900,840
122,this study,Nyamangara,Fertilizer use efficiency and nitrate leaching in a tropical sandy soil,2003,SSA,"Harare, Zimbabwe",-17.58333333,31.16666667,900,840,Typic Kandiustalf,0,4.7,93,,,Manure,116,ammonium nitrate,60,,,100,176,16.7,16.7,,26,27,180,0,,1,1,0,,cereal,71,93,802,900,840
123,this study,Nyamangara,Fertilizer use efficiency and nitrate leaching in a tropical sandy soil,2003,SSA,"Harare, Zimbabwe",-17.58333333,31.16666667,900,840,Typic Kandiustalf,0,4.7,93,,,Manure,348,ammonium nitrate,60,,,100,408,22.1,22.1,,26,27,180,0,,1,1,0,,cereal,71,93,802,900,840
124,this study,Nyamangara,Fertilizer use efficiency and nitrate leaching in a tropical sandy soil,2003,SSA,"Harare, Zimbabwe",-17.58333333,31.16666667,900,840,Typic Kandiustalf,0,4.7,93,,,Manure,0,ammonium nitrate,120,,,100,120,15.8,15.8,,26,27,180,0,,1,1,0,,cereal,71,93,802,900,840
125,this study,Nyamangara,Fertilizer use efficiency and nitrate leaching in a tropical sandy soil,2003,SSA,"Harare, Zimbabwe",-17.58333333,31.16666667,900,840,Typic Kandiustalf,0,4.7,93,,,Manure,116,ammonium nitrate,120,,,100,236,16.9,16.9,,26,27,180,0,,1,1,0,,cereal,71,93,802,900,840
126,this study,Nyamangara,Fertilizer use efficiency and nitrate leaching in a tropical sandy soil,2003,SSA,"Harare, Zimbabwe",-17.58333333,31.16666667,900,840,Typic Kandiustalf,0,4.7,93,,,Manure,348,ammonium nitrate,120,,,100,468,24.1,24.1,,26,27,180,0,,1,1,0,,cereal,71,93,802,900,840
127,this study,Nyamangara,Fertilizer use efficiency and nitrate leaching in a tropical sandy soil,2003,SSA,"Harare, Zimbabwe",-17.58333333,31.16666667,900,1387,Typic Kandiustalf,0,4.7,93,,,Manure,0,ammonium nitrate,0,,,100,0,12.7,12.7,,26,27,180,0,,1,0,0,,cereal,71,93,802,900,1387
128,this study,Nyamangara,Fertilizer use efficiency and nitrate leaching in a tropical sandy soil,2003,SSA,"Harare, Zimbabwe",-17.58333333,31.16666667,900,1387,Typic Kandiustalf,0,4.7,93,,,Manure,116,ammonium nitrate,0,,,100,116,19.9,19.9,,26,27,180,0,,1,1,0,,cereal,71,93,802,900,1387
129,this study,Nyamangara,Fertilizer use efficiency and nitrate leaching in a tropical sandy soil,2003,SSA,"Harare, Zimbabwe",-17.58333333,31.16666667,900,1387,Typic Kandiustalf,0,4.7,93,,,Manure,348,ammonium nitrate,0,,,100,348,20,20,,26,27,180,0,,1,1,0,,cereal,71,93,802,900,1387
130,this study,Nyamangara,Fertilizer use efficiency and nitrate leaching in a tropical sandy soil,2003,SSA,"Harare, Zimbabwe",-17.58333333,31.16666667,900,1387,Typic Kandiustalf,0,4.7,93,,,Manure,0,ammonium nitrate,60,,,100,60,18.9,18.9,,26,27,180,0,,1,1,0,,cereal,71,93,802,900,1387
